Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
1,2023,SP,Logan Webb,26,11,13,0.458,3.25,33,33,0,2,1,0,216.0,201,83,78,20,31,0,194,5,0,1,850,130,3.16,1.074,8.4,0.8,1.3,8.1,6.26,Right,No
2,2023,SP,Alex Cobb,35,7,7,0.5,3.87,28,28,0,2,1,0,151.1,163,69,65,19,37,0,131,6,5,7,646,109,4.01,1.322,9.7,1.1,2.2,7.8,3.54,Right,No
3,2023,SP,Anthony DeSclafani,33,4,8,0.333,4.88,19,18,0,0,0,0,99.2,105,59,54,15,20,0,79,4,0,3,419,87,4.35,1.254,9.5,1.4,1.8,7.1,3.95,Right,No
4,2023,CL,Camilo Doval,25,6,6,0.5,2.93,69,0,60,0,0,39,67.2,51,32,22,3,26,6,87,8,3,10,281,145,2.77,1.138,6.8,0.4,3.5,11.6,3.35,Right,No
5,2023,RP,Tyler Rogers,32,4,5,0.444,3.04,68,0,8,0,0,2,74.0,66,27,25,7,19,2,60,3,0,0,309,139,3.76,1.149,8.0,0.9,2.3,7.3,3.16,Right,No
6,2023,RP,Ryan Walker,27,5,3,0.625,3.23,49,13,6,0,0,1,61.1,61,25,22,8,24,0,78,2,0,3,263,131,3.68,1.386,9.0,1.2,3.5,11.4,3.25,Right,No
7,2023,RP,Taylor Rogers,32,6,4,0.6,3.83,60,0,12,0,0,2,51.2,39,27,22,6,25,3,64,3,0,3,216,111,3.91,1.239,6.8,1.0,4.4,11.1,2.56,Left,No
8,2023,RP,Scott Alexander,33,7,3,0.7,4.66,55,8,11,0,0,1,48.1,55,30,25,2,11,3,31,1,0,7,208,91,3.26,1.366,10.2,0.4,2.0,5.8,2.82,Left,No
9,2023,,Sean Manaea,31,7,6,0.538,4.44,37,10,2,0,0,1,117.2,104,68,58,14,42,0,128,8,0,3,499,95,3.9,1.241,8.0,1.1,3.2,9.8,3.05,Left,No
10,2023,,Alex Wood,32,5,5,0.5,4.33,29,12,2,0,0,0,97.2,98,52,47,9,42,0,74,8,2,3,429,98,4.47,1.433,9.0,0.8,3.9,6.8,1.76,Left,No
11,2023,,Ross Stripling,33,0,5,0.0,5.36,22,11,5,0,0,0,89.0,104,54,53,20,16,0,70,2,1,2,381,79,5.21,1.348,10.5,2.0,1.6,7.1,4.38,Right,No
12,2023,,Jakob Junis,30,4,3,0.571,3.87,40,4,6,0,0,1,86.0,90,42,37,12,21,1,96,5,0,5,367,109,3.74,1.291,9.4,1.3,2.2,10.0,4.57,Right,No
13,2023,,Tristan Beck,27,3,3,0.5,3.92,33,3,13,0,0,2,85.0,83,40,37,10,21,2,68,2,0,3,354,108,4.0,1.224,8.8,1.1,2.2,7.2,3.24,Right,No
14,2023,,Keaton Winn,25,1,3,0.25,4.68,9,5,2,0,0,1,42.1,36,22,22,6,8,0,35,5,0,1,172,91,4.37,1.039,7.7,1.3,1.7,7.4,4.38,Right,No
15,2023,,John Brebbia,33,3,5,0.375,3.99,40,10,6,0,0,0,38.1,31,21,17,6,14,2,47,0,0,0,161,106,3.93,1.174,7.3,1.4,3.3,11.0,3.36,Right,No
16,2023,,Kyle Harrison,21,1,1,0.5,4.15,7,7,0,0,0,0,34.2,29,19,16,8,11,0,35,4,0,0,147,102,5.53,1.154,7.5,2.1,2.9,9.1,3.18,Left,No
17,2023,,Luke Jackson,31,2,2,0.5,2.97,33,0,9,0,0,0,33.1,26,14,11,3,15,2,43,1,1,3,143,143,3.29,1.23,7.0,0.8,4.1,11.6,2.87,Right,No
18,2023,,Sean Hjelle,26,2,1,0.667,6.52,15,0,7,0,0,0,29.0,38,25,21,3,13,1,31,4,0,5,139,65,4.22,1.759,11.8,0.9,4.0,9.6,2.38,Right,No
19,2023,,Mauricio Llovera,27,1,0,1.0,1.69,5,0,3,0,0,0,5.1,4,1,1,1,2,0,5,0,0,1,21,266,4.94,1.125,6.8,1.7,3.4,8.4,2.5,Right,No
20,2023,,Cole Waites,25,0,0,0.0,15.43,3,0,2,0,0,0,2.1,6,5,4,0,2,0,2,0,0,0,15,32,4.11,3.429,23.1,0.0,7.7,7.7,1.0,Right,No
21,2023,,Brandon Crawford,36,0,0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,0,1,0,0,0,0,0,5,0,6.26,2.0,9.0,0.0,9.0,0.0,0.0,Right,No
22,2023,,Brett Wisely,24,0,0,0.0,9.0,1,0,1,0,0,0,1.0,1,1,1,1,0,0,0,0,0,0,4,64,16.26,1.0,9.0,9.0,0.0,0.0,0.0,Right,No
23,2023,,David Villar,26,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,3,0,6.26,1.0,0.0,0.0,9.0,0.0,0.0,Right,No
24,2023,,Matt Beaty,30,0,0,0.0,27.0,1,0,1,0,0,0,1.0,3,3,3,0,1,0,1,0,0,0,7,21,4.26,4.0,27.0,0.0,9.0,9.0,1.0,Right,No
1,2022,SP,Logan Webb,25,15,9,0.625,2.9,32,32,0,0,0,0,192.1,174,76,62,11,49,0,163,7,0,6,787,136,3.03,1.159,8.1,0.5,2.3,7.6,3.33,Right,No
2,2022,SP,Carlos Rodón,29,14,8,0.636,2.88,31,31,0,1,0,0,178.0,131,59,57,12,52,0,237,3,0,10,710,137,2.25,1.028,6.6,0.6,2.6,12.0,4.56,Left,No
3,2022,SP,Alex Cobb,34,7,8,0.467,3.73,28,28,0,0,0,0,149.2,152,72,62,9,43,0,151,3,1,4,631,106,2.8,1.303,9.1,0.5,2.6,9.1,3.51,Right,No
4,2022,SP,Alex Wood,31,8,12,0.4,5.1,26,26,0,0,0,0,130.2,132,78,74,17,30,1,131,12,0,4,555,77,3.76,1.24,9.1,1.2,2.1,9.0,4.37,Left,No
5,2022,SP,Jakob Junis,29,5,7,0.417,4.42,23,17,0,0,0,0,112.0,120,57,55,13,25,0,98,4,0,1,478,89,3.65,1.295,9.6,1.0,2.0,7.9,3.92,Right,No
6,2022,CL,Camilo Doval,24,6,6,0.5,2.53,68,0,51,0,0,27,67.2,54,27,19,4,30,2,80,3,0,4,286,156,2.98,1.241,7.2,0.5,4.0,10.6,2.67,Right,No
7,2022,RP,Tyler Rogers,31,3,4,0.429,3.57,68,0,8,0,0,0,75.2,73,34,30,3,23,0,49,5,1,1,319,111,3.44,1.269,8.7,0.4,2.7,5.8,2.13,Right,No
8,2022,RP,John Brebbia,32,6,2,0.75,3.18,76,11,4,0,0,0,68.0,71,27,24,5,18,2,54,1,0,0,288,124,3.32,1.309,9.4,0.7,2.4,7.1,3.0,Right,No
9,2022,RP,Jarlín García,29,1,4,0.2,3.74,58,0,14,0,0,1,65.0,60,34,27,10,18,1,56,1,0,2,270,106,4.27,1.2,8.3,1.4,2.5,7.8,3.11,Left,No
10,2022,RP,Dominic Leone,30,4,5,0.444,4.01,55,0,8,0,0,3,49.1,55,24,22,6,24,5,52,0,0,3,222,99,4.04,1.601,10.0,1.1,4.4,9.5,2.17,Right,No
11,2022,,Yunior Marte,27,1,1,0.5,5.44,39,0,10,0,0,0,48.0,47,32,29,5,22,0,44,6,0,3,214,73,4.38,1.438,8.8,0.9,4.1,8.3,2.0,Right,No
12,2022,,Zack Littell,26,3,3,0.5,5.08,39,0,7,0,0,1,44.1,48,25,25,8,13,0,39,1,0,1,190,78,4.65,1.376,9.7,1.6,2.6,7.9,3.0,Right,No
13,2022,,Sam Long,26,1,3,0.25,3.61,28,6,12,0,0,1,42.1,39,23,17,8,14,1,33,1,0,3,181,110,5.07,1.252,8.3,1.7,3.0,7.0,2.36,Left,No
14,2022,,Alex Young,28,1,1,0.5,2.39,24,1,1,0,0,0,26.1,28,11,7,0,11,0,20,1,0,3,114,167,2.96,1.481,9.6,0.0,3.8,6.8,1.82,Left,No
15,2022,,Sean Hjelle,25,1,2,0.333,5.76,8,0,0,0,0,0,25.0,33,19,16,3,8,0,28,1,0,1,115,69,3.51,1.64,11.9,1.1,2.9,10.1,3.5,Right,No
16,2022,,Jake McGee,35,1,2,0.333,7.17,24,0,8,0,0,3,21.1,27,18,17,2,6,1,11,0,0,1,96,56,4.14,1.547,11.4,0.8,2.5,4.6,1.83,Left,No
17,2022,,Anthony DeSclafani,32,0,2,0.0,6.63,5,5,0,0,0,0,19.0,34,21,14,4,4,0,17,1,0,0,94,61,4.85,2.0,16.1,1.9,1.9,8.1,4.25,Right,No
18,2022,,Scott Alexander,32,0,0,0.0,1.04,17,4,3,0,0,2,17.1,12,2,2,1,1,0,10,0,0,0,63,387,2.88,0.75,6.2,0.5,0.5,5.2,10.0,Left,No
19,2022,,Mauricio Llovera,26,0,0,0.0,4.41,17,1,5,0,0,0,16.1,14,8,8,2,8,1,20,0,0,1,72,91,3.72,1.347,7.7,1.1,4.4,11.0,2.5,Right,No
20,2022,,José Álvarez,33,2,1,0.667,5.28,21,0,6,0,0,1,15.1,17,10,9,3,9,1,15,2,0,1,76,76,5.85,1.696,10.0,1.8,5.3,8.8,1.67,Left,No
21,2022,,Thomas Szapucki,26,0,0,0.0,1.98,10,0,2,0,0,0,13.2,12,3,3,2,4,0,16,0,0,1,54,205,3.55,1.171,7.9,1.3,2.6,10.5,4.0,Left,No
22,2022,,Tyler Beede,29,0,0,0.0,4.66,6,0,3,0,0,0,9.2,14,5,5,1,6,0,4,0,0,1,48,88,5.49,2.069,13.0,0.9,5.6,3.7,0.67,Right,No
23,2022,,Luis Ortiz,26,0,0,0.0,1.04,6,0,4,0,0,0,8.2,5,1,1,0,3,0,6,0,0,0,33,396,2.77,0.923,5.2,0.0,3.1,6.2,2.0,Right,No
24,2022,,Jharel Cotton,30,2,0,1.0,6.75,5,0,2,0,0,0,8.0,11,7,6,0,4,0,8,0,0,1,37,61,2.61,1.875,12.4,0.0,4.5,9.0,2.0,Right,No
25,2022,,Shelby Miller,31,0,1,0.0,6.43,4,0,0,0,0,0,7.0,6,5,5,0,3,1,14,0,0,0,30,65,0.4,1.286,7.7,0.0,3.9,18.0,4.67,Right,No
26,2022,,Luis González,26,0,0,0.0,5.68,5,0,5,0,0,0,6.1,9,4,4,0,1,0,0,0,0,0,30,73,3.59,1.579,12.8,0.0,1.4,0.0,0.0,Left,No
27,2022,,Cole Waites,24,0,0,0.0,3.18,7,0,3,0,0,0,5.2,6,2,2,1,4,0,4,0,0,0,25,132,6.11,1.765,9.5,1.6,6.4,6.4,1.0,Right,No
28,2022,,Gregory Santos,22,0,0,0.0,4.91,2,0,1,0,0,0,3.2,3,2,2,0,3,0,2,0,0,0,17,89,4.48,1.636,7.4,0.0,7.4,4.9,0.67,Right,No
29,2022,,Andrew Vasquez,28,0,0,0.0,0.0,1,0,0,0,0,0,2.0,0,0,0,0,1,0,4,0,0,0,7,0,0.61,0.5,0.0,0.0,4.5,18.0,4.0,Left,No
30,2022,,Austin Wynns,31,0,0,0.0,13.5,2,0,2,0,0,0,2.0,3,3,3,1,1,0,0,0,0,0,10,35,11.11,2.0,13.5,4.5,4.5,0.0,0.0,Right,No
31,2022,,Kervin Castro,23,0,0,0.0,27.0,2,0,1,0,0,0,1.2,4,5,5,0,2,0,4,0,0,0,11,18,1.91,3.6,21.6,0.0,10.8,21.6,2.0,Right,No
32,2022,,Donovan Walton,28,0,0,0.0,27.0,1,0,1,0,0,0,1.0,3,3,3,1,1,0,0,0,0,1,7,20,19.11,4.0,27.0,9.0,9.0,0.0,0.0,Right,No
33,2022,,Mike Ford,29,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
34,2022,,Darin Ruf,35,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,2021,SP,Kevin Gausman,30,14,6,0.7,2.81,33,33,0,0,0,0,192.0,150,66,60,20,50,1,227,4,0,7,775,147,3.0,1.042,7.0,0.9,2.3,10.6,4.54,Right,No
2,2021,SP,Anthony DeSclafani,31,13,7,0.65,3.17,31,31,0,2,2,0,167.2,141,61,59,19,42,1,152,2,0,7,676,130,3.62,1.091,7.6,1.0,2.3,8.2,3.62,Right,No
3,2021,SP,Logan Webb,24,11,3,0.786,3.03,27,26,0,0,0,0,148.1,128,53,50,9,36,0,158,8,0,2,596,136,2.72,1.106,7.8,0.5,2.2,9.6,4.39,Right,No
4,2021,SP,Alex Wood,30,10,4,0.714,3.83,26,26,0,0,0,0,138.2,125,63,59,14,39,1,152,16,0,7,585,108,3.48,1.183,8.1,0.9,2.5,9.9,3.9,Left,No
5,2021,SP,Johnny Cueto,35,7,7,0.5,4.08,22,21,0,0,0,0,114.2,127,57,52,15,30,1,98,4,0,0,490,101,4.05,1.369,10.0,1.2,2.4,7.7,3.27,Right,No
6,2021,CL,Jake McGee,34,3,2,0.6,2.72,62,0,42,0,0,31,59.2,44,25,18,7,10,1,58,2,0,0,239,153,3.35,0.905,6.6,1.1,1.5,8.7,5.8,Left,No
7,2021,RP,Tyler Rogers,30,7,1,0.875,2.22,80,0,18,0,0,13,81.0,74,23,20,5,13,0,55,5,0,0,326,186,3.28,1.074,8.2,0.6,1.4,6.1,4.23,Right,No
8,2021,RP,Jarlín García,28,6,3,0.667,2.62,58,0,13,0,0,1,68.2,48,26,20,9,18,3,68,2,2,2,269,158,3.77,0.961,6.3,1.2,2.4,8.9,3.78,Left,No
9,2021,RP,José Álvarez,32,5,2,0.714,2.37,67,1,12,0,0,0,64.2,53,23,17,2,19,1,42,0,0,1,266,175,3.15,1.113,7.4,0.3,2.6,5.8,2.21,Left,No
10,2021,RP,Zack Littell,25,4,0,1.0,2.92,63,2,10,0,0,2,61.2,46,24,20,7,24,1,63,2,2,3,252,142,3.87,1.135,6.7,1.0,3.5,9.2,2.63,Right,No
11,2021,,Dominic Leone,29,4,5,0.444,1.51,57,4,11,0,0,2,53.2,37,15,9,2,22,1,50,1,0,2,219,275,3.08,1.099,6.2,0.3,3.7,8.4,2.27,Right,No
12,2021,,Sam Long,25,2,1,0.667,5.53,12,5,2,0,0,0,40.2,37,27,25,5,15,0,38,3,0,5,176,75,4.23,1.279,8.2,1.1,3.3,8.4,2.53,Left,No
13,2021,,Aaron Sanchez,28,1,1,0.5,3.06,9,7,1,0,0,0,35.1,32,12,12,2,15,0,26,4,1,0,156,136,4.05,1.33,8.2,0.5,3.8,6.6,1.73,Right,No
14,2021,,Camilo Doval,23,5,1,0.833,3.0,29,0,9,0,0,3,27.0,19,10,9,4,9,2,37,1,0,2,109,139,3.47,1.037,6.3,1.3,3.0,12.3,4.11,Right,No
15,2021,,Tony Watson,36,4,1,0.8,2.96,26,0,0,0,0,0,24.1,15,8,8,1,4,0,19,0,0,0,90,141,2.64,0.781,5.5,0.4,1.5,7.0,4.75,Left,No
16,2021,,Caleb Baragar,27,2,1,0.667,1.57,25,0,5,0,0,2,23.0,19,7,4,1,12,2,16,3,0,0,98,268,4.3,1.348,7.4,0.4,4.7,6.3,1.33,Left,No
17,2021,,Jay Jackson,33,2,1,0.667,3.74,23,1,4,0,0,0,21.2,15,9,9,3,12,0,28,0,0,0,90,112,4.05,1.246,6.2,1.2,5.0,11.6,2.33,Right,No
18,2021,,Matt Wisler,28,1,2,0.333,6.05,21,0,4,0,0,0,19.1,19,13,13,4,6,0,26,0,0,0,82,69,4.1,1.293,8.8,1.9,2.8,12.1,4.33,Right,No
19,2021,,John Brebbia,31,0,1,0.0,5.89,18,0,6,0,0,0,18.1,25,13,12,4,4,2,22,2,0,0,87,71,4.59,1.582,12.3,2.0,2.0,10.8,5.5,Right,No
20,2021,,Conner Menez,26,1,0,1.0,3.86,8,1,0,0,0,0,14.0,16,10,6,2,3,0,15,0,0,0,62,110,3.53,1.357,10.3,1.3,1.9,9.6,5.0,Left,No
21,2021,,Kervin Castro,22,1,1,0.5,0.0,10,0,4,0,0,0,13.1,13,1,0,0,4,1,13,0,0,0,56,0,2.12,1.275,8.8,0.0,2.7,8.8,3.25,Right,No
22,2021,,Scott Kazmir,37,0,1,0.0,6.35,5,4,0,0,0,0,11.1,15,9,8,3,6,1,10,0,0,0,55,67,6.43,1.853,11.9,2.4,4.8,7.9,1.67,Left,No
23,2021,,James Sherfy,29,1,0,1.0,4.22,10,0,4,0,0,0,10.2,9,5,5,2,4,0,9,1,0,1,46,101,5.33,1.219,7.6,1.7,3.4,7.6,2.25,Right,No
24,2021,,José Quintana,32,0,0,0.0,4.66,5,0,0,0,0,0,9.2,8,5,5,3,6,1,12,0,1,2,43,92,6.58,1.448,7.4,2.8,5.6,11.2,2.0,Left,No
25,2021,,Wandy Peralta,29,2,1,0.667,5.4,10,0,6,0,0,2,8.1,11,5,5,1,3,0,8,0,1,1,37,80,3.89,1.68,11.9,1.1,3.2,8.6,2.67,Left,No
26,2021,,Sam Selman,30,0,0,0.0,4.5,7,0,2,0,0,0,8.0,4,4,4,2,4,0,8,1,0,0,33,96,6.3,1.0,4.5,2.3,4.5,9.0,2.0,Left,No
27,2021,,Nick Tropeano,30,1,0,1.0,1.5,4,0,1,0,0,0,6.0,4,2,1,0,2,0,2,0,0,1,23,292,3.5,1.0,6.0,0.0,3.0,3.0,1.0,Right,No
28,2021,,Reyes Moronta,28,0,0,0.0,2.25,4,0,0,0,0,0,4.0,1,1,1,1,0,0,2,0,0,0,13,200,5.42,0.25,2.3,2.3,0.0,4.5,0.0,Right,No
29,2021,,Tyler Chatwood,31,0,1,0.0,6.75,2,0,2,0,0,0,4.0,6,5,3,1,1,0,6,1,0,0,20,67,4.92,1.75,13.5,2.3,2.3,13.5,6.0,Right,No
30,2021,,Gregory Santos,21,0,2,0.0,22.5,3,0,1,0,0,0,2.0,5,6,5,3,2,0,3,0,0,0,13,22,22.67,3.5,22.5,13.5,9.0,13.5,1.5,Right,No
31,2021,,Tyler Beede,28,0,0,0.0,27.0,1,0,0,0,0,0,1.0,2,3,3,0,0,0,2,1,0,1,6,21,2.17,2.0,18.0,0.0,0.0,18.0,0.0,Right,No
32,2021,,Darin Ruf,34,0,0,0.0,18.0,1,0,1,0,0,0,1.0,3,2,2,0,0,0,0,0,0,0,6,31,3.17,3.0,27.0,0.0,0.0,0.0,0.0,Right,No
33,2021,,Mike Tauchman,30,0,0,0.0,9.0,1,0,1,0,0,0,1.0,3,1,1,0,0,0,0,0,0,0,6,63,3.17,3.0,27.0,0.0,0.0,0.0,0.0,Left,No
34,2021,,Austin Slater,28,0,0,0.0,0.0,1,0,1,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,2,0,12.17,3.0,0.0,0.0,27.0,0.0,0.0,Right,No
1,2020,SP,Johnny Cueto,34,2,3,0.4,5.4,12,12,0,0,0,0,63.1,61,41,38,9,26,0,56,3,2,1,277,79,4.64,1.374,8.7,1.3,3.7,8.0,2.15,Right,No
2,2020,SP,Kevin Gausman,29,3,3,0.5,3.62,12,10,1,0,0,0,59.2,50,26,24,8,16,0,79,0,1,4,245,118,3.09,1.106,7.5,1.2,2.4,11.9,4.94,Right,No
3,2020,SP,Tyler Anderson,30,4,3,0.571,4.37,13,11,0,1,0,0,59.2,58,32,29,5,25,0,41,4,0,1,260,98,4.36,1.391,8.7,0.8,3.8,6.2,1.64,Left,No
4,2020,SP,Logan Webb,23,3,4,0.429,5.47,13,11,0,0,0,0,54.1,61,38,33,4,24,1,46,7,0,3,246,78,4.17,1.564,10.1,0.7,4.0,7.6,1.92,Right,No
5,2020,SP,Drew Smyly,31,0,1,0.0,3.42,7,5,0,0,0,0,26.1,20,11,10,2,9,0,42,0,0,1,111,126,2.01,1.101,6.8,0.7,3.1,14.4,4.67,Left,No
6,2020,SP,Trevor Cahill,32,1,2,0.333,3.24,11,6,2,0,0,0,25.0,16,10,9,3,14,0,31,2,0,1,106,133,4.19,1.2,5.8,1.1,5.0,11.2,2.21,Right,No
7,2020,CL,Trevor Gott,27,1,2,0.333,10.03,15,0,5,0,0,4,11.2,13,13,13,7,8,0,8,1,0,0,57,44,11.93,1.8,10.0,5.4,6.2,6.2,1.0,Right,No
8,2020,RP,Tyler Rogers,29,3,3,0.5,4.5,29,0,6,0,0,3,28.0,31,16,14,2,6,0,27,4,0,0,123,96,3.26,1.321,10.0,0.6,1.9,8.7,4.5,Right,No
9,2020,RP,Wandy Peralta,28,1,1,0.5,3.29,25,0,9,0,0,0,27.1,22,13,10,3,11,0,25,2,1,0,114,131,4.22,1.207,7.2,1.0,3.6,8.2,2.27,Left,No
10,2020,RP,Caleb Baragar,26,5,1,0.833,4.03,24,1,2,0,0,0,22.1,17,10,10,3,5,0,19,1,0,1,88,107,4.04,0.985,6.9,1.2,2.0,7.7,3.8,Left,No
11,2020,RP,Sam Selman,29,1,1,0.5,3.72,24,0,8,0,0,1,19.1,13,8,8,2,9,0,23,2,0,2,82,116,3.86,1.138,6.1,0.9,4.2,10.7,2.56,Left,No
12,2020,,Jarlín García,27,2,1,0.667,0.49,19,0,5,0,0,0,18.1,11,6,1,0,7,1,14,2,1,0,73,884,3.14,0.982,5.4,0.0,3.4,6.9,2.0,Left,No
13,2020,,Tony Watson,35,1,0,1.0,2.5,21,0,4,0,0,2,18.0,13,8,5,3,3,0,15,1,0,0,73,174,4.36,0.889,6.5,1.5,1.5,7.5,5.0,Left,No
14,2020,,Jeff Samardzija,35,0,2,0.0,9.72,4,4,0,0,0,0,16.2,21,19,18,7,4,0,6,2,0,0,77,45,9.01,1.5,11.3,3.8,2.2,3.2,1.5,Right,No
15,2020,,Shaun Anderson,25,0,0,0.0,3.52,18,0,4,0,0,0,15.1,10,6,6,3,12,0,18,0,0,2,67,124,5.73,1.435,5.9,1.8,7.0,10.6,1.5,Right,No
16,2020,,Sam Coonrod,27,0,2,0.0,9.82,18,0,5,0,0,3,14.2,17,16,16,2,7,0,15,2,0,1,71,44,4.76,1.636,10.4,1.2,4.3,9.2,2.14,Right,No
17,2020,,Conner Menez,25,1,0,1.0,2.38,7,0,3,0,0,0,11.1,6,4,3,2,5,0,8,1,0,0,45,184,5.66,0.971,4.8,1.6,4.0,6.4,1.6,Left,No
18,2020,,Rico Garcia,26,1,1,0.5,5.4,12,0,2,0,0,0,10.0,13,6,6,1,4,0,7,0,0,2,44,82,4.29,1.7,11.7,0.9,3.6,6.3,1.75,Right,No
19,2020,,Andrew Suárez,27,0,0,0.0,3.72,6,0,1,0,0,0,9.2,9,4,4,1,6,0,5,0,0,1,42,119,5.36,1.552,8.4,0.9,5.6,4.7,0.83,Left,No
20,2020,,Dereck Rodríguez,28,0,0,0.0,13.5,2,0,0,0,0,0,4.0,10,6,6,2,3,0,2,0,0,0,24,34,10.94,3.25,22.5,4.5,6.8,4.5,0.67,Right,No
21,2020,,Dany Jiménez,26,0,0,0.0,6.75,2,0,1,0,0,0,1.1,1,1,1,0,3,0,1,0,0,0,8,80,8.44,3.0,6.8,0.0,20.3,6.8,0.33,Right,No
22,2020,,Tyler Heineman,29,0,0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,3,0,3.19,1.0,9.0,0.0,0.0,0.0,0.0,Right,No
23,2020,,Andrew Triggs,31,0,1,0.0,81.0,1,0,0,0,0,0,0.1,0,3,3,0,3,0,0,0,0,0,4,11,30.19,9.0,0.0,0.0,81.0,0.0,0.0,Right,No
1,2019,SP,Madison Bumgarner,29,9,9,0.5,3.9,34,34,0,0,0,0,207.2,191,99,90,30,43,3,203,10,0,3,844,107,3.9,1.127,8.3,1.3,1.9,8.8,4.72,Left,No
2,2019,SP,Jeff Samardzija,34,11,12,0.478,3.52,32,32,0,0,0,0,181.1,152,78,71,28,49,4,140,6,0,5,740,119,4.59,1.108,7.5,1.4,2.4,6.9,2.86,Right,No
3,2019,SP,Tyler Beede,26,5,10,0.333,5.08,24,22,0,0,0,0,117.0,127,70,66,22,46,1,113,5,0,9,523,82,5.03,1.479,9.8,1.7,3.5,8.7,2.46,Right,No
4,2019,SP,Dereck Rodríguez,27,6,11,0.353,5.64,28,16,4,0,0,0,99.0,108,74,62,21,36,0,71,2,0,1,439,74,5.69,1.455,9.8,1.9,3.3,6.5,1.97,Right,No
5,2019,SP,Shaun Anderson,24,3,5,0.375,5.44,28,16,4,0,0,2,96.0,111,61,58,13,38,3,70,2,0,6,427,77,4.77,1.552,10.4,1.2,3.6,6.6,1.84,Right,No
6,2019,SP,Drew Pomeranz,30,2,9,0.182,5.68,21,17,0,0,0,0,77.2,89,51,49,17,36,0,92,4,1,1,355,74,5.24,1.609,10.3,2.0,4.2,10.7,2.56,Left,No
7,2019,CL,Will Smith,29,6,0,1.0,2.76,63,0,52,0,0,34,65.1,46,20,20,10,21,2,96,0,0,3,257,152,3.23,1.026,6.3,1.4,2.9,13.2,4.57,Left,No
8,2019,RP,Reyes Moronta,26,3,7,0.3,2.86,56,0,5,0,0,0,56.2,41,19,18,4,33,1,70,3,0,3,246,147,3.57,1.306,6.5,0.6,5.2,11.1,2.12,Right,No
9,2019,RP,Tony Watson,34,2,2,0.5,4.17,60,0,4,0,0,0,54.0,56,26,25,9,12,1,41,5,0,1,231,101,4.81,1.259,9.3,1.5,2.0,6.8,3.42,Left,No
10,2019,RP,Trevor Gott,26,7,0,1.0,4.44,50,0,6,0,0,1,52.2,41,26,26,4,17,0,57,2,0,1,214,95,3.12,1.101,7.0,0.7,2.9,9.7,3.35,Right,No
11,2019,RP,Sam Dyson,31,4,1,0.8,2.47,49,0,8,0,0,2,51.0,39,17,14,3,7,0,47,3,0,0,196,170,2.72,0.902,6.9,0.5,1.2,8.3,6.71,Right,No
12,2019,,Derek Holland,32,2,4,0.333,5.9,31,7,10,1,0,0,68.2,68,49,45,17,35,2,71,4,0,0,308,71,6.07,1.5,8.9,2.2,4.6,9.3,2.03,Left,No
13,2019,,Mark Melancon,34,4,2,0.667,3.5,43,0,16,0,0,1,46.1,49,19,18,3,16,2,44,2,0,3,195,120,3.32,1.403,9.5,0.6,3.1,8.5,2.75,Right,No
14,2019,,Logan Webb,22,2,3,0.4,5.22,8,8,0,0,0,0,39.2,44,25,23,5,14,0,37,1,0,4,174,81,4.12,1.462,10.0,1.1,3.2,8.4,2.64,Right,No
15,2019,,Andrew Suárez,26,0,2,0.0,5.79,21,2,4,0,0,0,32.2,39,23,21,7,14,2,25,1,0,2,148,73,5.85,1.622,10.7,1.9,3.9,6.9,1.79,Left,No
16,2019,,Nick Vincent,32,0,2,0.0,5.58,18,1,4,0,0,0,30.2,36,20,19,7,8,2,30,3,1,0,138,76,5.3,1.435,10.6,2.1,2.3,8.8,3.75,Right,No
17,2019,,Sam Coonrod,26,5,1,0.833,3.58,33,0,9,0,0,0,27.2,19,11,11,3,15,1,20,4,1,2,114,118,5.24,1.229,6.2,1.0,4.9,6.5,1.33,Right,No
18,2019,,Jandel Gustave,26,0,0,0.0,2.96,23,0,4,0,0,1,24.1,18,11,8,1,9,0,14,0,0,0,99,143,3.71,1.11,6.7,0.4,3.3,5.2,1.56,Right,No
19,2019,,Travis Bergen,25,2,0,1.0,5.49,21,0,8,0,0,0,19.2,18,12,12,4,9,2,18,1,1,1,85,77,5.55,1.373,8.2,1.8,4.1,8.2,2.0,Left,No
